,Posted Date,Letter Issue Date,Company Name,Issuing Office,Subject,Response Letter,Closeout Letter,URL: ,Warning Codes: 
2545,02/13/2018,02/02/2018,"Cosmecca Korea Co., Ltd.",Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated,,,,
2546,01/24/2018,01/11/2018,Guna Inc.,Center for Drug Evaluation and Research,Finished Pharmaceuticals/Unapproved New Drug/Misbranded,,,,
2547,03/27/2018,03/21/2018,Starlight Desserts Inc,Seattle District Office,"CGMP/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated",,,,
2548,03/09/2018,03/09/2018,Olympus Medical Systems Corporation,Center for Devices and Radiological Health,Medical Device Reporting/Misbranded,,04/08/2022,https://www.fda.gov//inspections-compliance-enforcement-and-criminal-investigations/warning-letters/olympus-medical-systems-corporation-649726-12122022,"['21 CFR 803.50', '21 CFR 803.3', '21 CFR 803.3']"
2549,03/09/2018,03/09/2018,Fujifilm,Center for Devices and Radiological Health,Medical Device Reporting/Misbranded,,04/08/2022,,
2550,03/09/2018,03/09/2018,Hoya Corporation - Pentax Life Division,Center for Devices and Radiological Health,Medical Device Reporting/Misbranded,,04/08/2022,,
2551,03/20/2018,03/09/2018,Labocont Industrial SRL,Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated,,,,
2552,03/20/2018,03/14/2018,A C Calderoni & Co. Inc.,San Francisco District Office,Juice HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,,,,
2553,04/09/2018,03/29/2018,Gate Gourmet Inc.,Cincinnati District Office,"CGMP Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated  ",,06/25/2018,,
2554,04/09/2018,03/23/2018,Blue Heron Bakery,Seattle District Office,"CGMP Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated  ",,,,
2555,04/10/2018,03/21/2018,"Secret Garden of Health & Healing, LLC",Denver District Office,Unapproved New Drugs/Misbranded,,,,
2556,10/16/2018,08/02/2018,Caviar Petrossian S.A.,Center for Food Safety and Applied Nutrition,Seafood HACCP/CGMP for Foods/Adulterated; Seafood HACCP,,,,
2557,10/23/2018,10/11/2018,Bamboo LLC,Atlanta District Office,"Bamboo LLC, Juice HACCP/CGMP for Foods/Adulterated/Insanitary Conditions",,,,
2558,10/23/2018,10/05/2018,Gilman Cooperative Creamery Association,Minneapolis District Office,"Gilman Cooperative Creamery Association, CGMP/Medicated Feeds/Adulterated",,,,
2559,10/23/2018,09/24/2018,Auro Pharmacies Inc,San Francisco District Office,"Auro Pharmacies Inc, Compounding Pharmacy/Adulterated Drug Products",,,,
2560,10/23/2018,10/17/2018,"No More Fleas Please, Inc.",Dallas District Office,"No More Fleas Please, Inc. ,  New Animal Drug/Adulterated",,,,
2561,02/27/2018,02/08/2018,Suntraco Food Industries SDN BHD,Center for Food Safety and Applied Nutrition,"Suntraco Food Industries SDN BHD, Low Acid Canned Food Regulation/Adulterated",,10/25/2018,,
2562,10/30/2018,07/02/2018,Gaeltec Devices LTD,Center for Devices and Radiological Health,"Gaeltec Devices LTD, CGMP/QSR/Medical Devices/Adulterated",,,,
2563,10/30/2018,10/02/2018,Boule Medical AB,Center for Devices and Radiological Health,"Boule Medical AB, CGMP/QSR/Medical Devices/Adulterated",,03/04/2020,,
2564,10/30/2018,10/10/2018,"Original Living Coconut, LLC",Kansas City District Office,"Original Living Coconut, LLC",,06/29/2020,,
2565,10/30/2018,10/18/2018,Custom RX LLC dba Custom Rx Pharmacy and Wellness Concepts,Detroit District Office,"Custom RX LLC dba Custom Rx Pharmacy and Wellness Concepts, Compounding Pharmacy/Adulterated Drug Products",11/07/2018,02/02/2022,,
2566,10/30/2018,10/16/2018,Casa Pablo's Salsa LLC,Seattle District Office,"Casa Pablo's Salsa LLC, Acidified Foods/Emergency Permit Control/Adulterated/Misbranded",,08/05/2019,,
2567,10/30/2018,10/16/2018,Circle G Farm & Feed Lots Inc,Chicago District Office,"Circle G Farm & Feed Lots Inc, Illegal Drug Residue Animal Tissue/Adulterated",,,,
2568,10/30/2018,09/21/2018,"Cardiomed Supplies, Inc.",Center for Devices and Radiological Health,"Cardiomed Supplies, Inc.",,,,
2569,10/30/2018,10/19/2018,"Gold Star Distrbution., Inc.",Minneapolis District Office,"Gold Star Distrbution., Inc., CGMP/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated",,,,
2570,11/06/2018,09/26/2018,"Vital Rx, Inc. dba Atlantic Pharmacy and Compounding",Dallas District Office,"Vital Rx, Inc. dba Atlantic Pharmacy and Compounding,  Drug Product/Adulterated",,,,
2571,10/30/2018,10/19/2018,"Lakeview Dairy, LLC",Minneapolis District Office,"Lakeview Dairy, LLC, Illegal Drug Residue",,06/10/2019,,
2572,11/13/2018,06/07/2018,US Vascular LLC,Center for Devices and Radiological Health,"US Vascular LLC,  CGMP/QSR/Medical Devices/Adulterated",,03/20/2020,,
2573,11/13/2018,10/26/2018,Greenpark Compounding Pharmacy,Center for Drug Evaluation and Research,Drug Product/Adulterated,,,,
2574,11/13/2018,10/29/2018,United Exchange Corporation,Center for Drug Evaluation and Research,"United Exchange Corporation,  Failure to Comply with Drug Listing Requirements/Misbranded",,12/04/2018,,
2575,11/13/2018,10/29/2018,"Netcos Co., Ltd.",Center for Drug Evaluation and Research,"Netcos Co., Ltd., Failure to Register and List",,12/04/2018,,
2576,10/30/2018,10/11/2018,Vape International LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
2577,10/30/2018,09/21/2018,Apollo Future Tecnnology Inc.,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
2578,11/20/2018,10/26/2018,"Specialty Tobacco, Inc",Center for Tobacco Products,"Specialty Tobacco, Inc, Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded",,,,
2579,11/20/2018,10/11/2018,US Vapor Deals,Center for Tobacco Products,"US Vapor Deals, Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded",,,,
2580,11/20/2018,10/11/2018,E Z Vaporz,Center for Tobacco Products,"E Z Vaporz, Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded",,,,
2581,11/20/2018,10/31/2018,"DynaPro International, Inc.",Denver District Office,"DynaPro International, Inc., Dietary Supplement/New Drug/Misbranded",,,,
2582,11/20/2018,10/04/2018,"Jinher, Inc.",San Francisco District Office,"Jinher, Inc., CGMP/Dietary Supplement/Adulterated/Misbranded",,,,
2583,11/20/2018,11/02/2018,"Product Packaging West, Inc.",San Francisco District Office,"Product Packaging West, Inc., CGMP/Finished Pharmaceuticals/Adulterated",,,,
2584,11/20/2018,10/19/2018,Premier Produce LLC,Cincinnati District Office,"Premier Produce LLC, CGMP/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated",,06/03/2019,,
2585,11/20/2018,11/06/2018,American Contract Systems,New England District Office,"American Contract Systems, CGMP/QSR/Medical Devices/Adulterated",,,,
2586,11/20/2018,10/29/2018,I. Shay Cosmetics Inc,San Francisco District Office,"I. Shay Cosmetics Inc., CGMP/Finished Pharmaceuticals/Adulterated",,04/08/2022,,
2587,11/27/2018,07/26/2018,Grand Rapids E-Liquid,Center for Tobacco Products,"Grand Rapids E-Liquid, Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded",,,,
2588,11/27/2018,05/31/2018,Smokers Outlet Online,Center for Tobacco Products,"Smokers Outlet Online, Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded",,,,
2589,11/19/2018,11/07/2018,Jack B Goods Outlet Store,Center for Food Safety and Applied Nutrition,"Jack B Goods Outlet Store, Unapproved New Drugs/Misbranded",,06/06/2019,,
2590,11/20/2018,09/26/2018,Vapor and a Bottle,Center for Tobacco Products,"Vapor and a Bottle, Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded",,,,
2591,11/27/2018,11/07/2018,MA Labs LLC,Center for Food Safety and Applied Nutrition,"MA Labs LLC, Unapproved New Drugs/Misbranded",,06/06/2019,,
2592,11/20/2018,10/11/2018,"4 Bidden Fruits, LLC",Center for Tobacco Products,"4 Bidden Fruits, LLC,  Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded",,,,
2593,11/20/2018,11/08/2018,Avalon Packaging,Denver District Office,"Avalon Packaging, New Drugs/Dietary Supplements/Food Labeling/Misbranded",,,,
2594,12/04/2018,11/19/2018,Jelliffe Dairy Farm,Baltimore District Office,Jelliffe Dairy Farm,,05/24/2021,,
2595,12/04/2018,11/20/2018,Mibo Medical Group,San Francisco District Office,"Mibo Medical Group, CGMP/QSR/Medical Devices/Adulterated",,12/05/2019,,
2596,12/04/2018,11/28/2018,"Barox Co., Ltd.",Center for Drug Evaluation and Research,"Barox Co., Ltd., CGMP/Finished Pharmaceuticals/Adulterated",,,,
2597,12/04/2018,10/30/2018,American Botanical Pharmacy,San Francisco District Office,"American Botanical Pharmacy, Unapproved New Drugs/Misbranded",,,,
2598,12/11/2018,11/29/2018,Zhejiang Huahai Pharmaceutical,Center for Drug Evaluation and Research,"Zhejiang Huahai Pharmaceutical,CGMP/Active Pharmaceutical Ingredient (API)/Adulterated",,11/10/2021,,
2599,12/18/2018,10/26/2018,EMSP LTD d/b/a My Shisha Pen,Center for Tobacco Products,"EMSP LTD d/b/a My Shisha Pen, Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded",,,,
2600,12/18/2018,11/30/2018,Aladin Shisha,Center for Tobacco Products,"Aladin Shisha, Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded",,,,
2601,01/01/2019,12/13/2018,Soleo,Center for Drug Evaluation and Research,"Soleo,CGMP/Finished Pharmaceuticals/Adulterated",,,,
2602,12/25/2018,11/29/2018,"Gonzalez and Nietos, LLC",San Juan District Office,"Gonzalez and Nietos, LLC, Seafood HACCP/CGMP for Foods/Adulterated",,01/04/2022,,
2603,12/25/2018,12/14/2018,"Hangzhou Guoguang Touring Commodity Co.,Ltd.",Center for Drug Evaluation and Research,"Hangzhou Guoguang Touring Commodity Co.,Ltd., CGMP/Finished Pharmaceuticals/Adulterated",,,,
2604,12/25/2018,07/26/2018,Nexus Vapour,Center for Tobacco Products,"Nexus Vapour, Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded",,,,
2605,12/25/2018,12/03/2018,University of Miami Reproductive and Fertility Center,Center for Biologics Evaluation and Research,"University of Miami Reproductive and Fertility Center, Deviations/CFR/Regulations for Human Cells, Tissues & Cellular Products (HCT/Ps)",,,,
2606,02/05/2019,01/08/2019,Lymol Medical Corp,Center for Drug Evaluation and Research,Postmarket Requirements (PMRs) ,,,,
2607,02/05/2019,11/30/2018,Vapor House LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
2608,02/05/2019,09/21/2018,Vapes & Papes,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
2609,02/05/2019,08/30/2018,Valencia Clouds,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
2610,02/05/2019,11/30/2018,"Mountain Vapor, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
2611,12/20/2018,11/29/2018,"Genetech, Inc.",Center for Biologics Evaluation and Research,"Deviations/CFR/Regulations for Human Cells, Tissues & Cellular Products (HCT/Ps)",,,,
2612,02/05/2019,11/27/2018,"Hangzhou Zhongbo Industrial Co., Ltd.",Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated,,,,
2613,02/05/2019,09/26/2018,Select Vape,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
2614,02/19/2019,01/29/2019,Vipor Chemicals Private Ltd.,Center for Drug Evaluation and Research,CGMP/Active Pharmaceutical Ingredient (API)/Adulterated,,,,
2615,02/19/2019,02/06/2019,Datascope Corp.,Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated,,,,
2616,02/19/2019,02/11/2019,"Bella Pharmaceuticals, Inc.",Detroit District Office,Compounding Pharmacy/Adulterated Drug Products,,,,
2617,02/19/2019,02/11/2019,United Pharmacy,Dallas District Office,Compounding Pharmacy/Adulterated Drug Products,,,,
2618,02/19/2019,01/29/2019,"Hangzhou SunKing Nonwovens Co., Ltd.",Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated,,,,
2619,02/14/2019,02/13/2019,"Mark Berman, M.D.",Los Angeles District Office,Medical Device/Adulterated/Misbranded/Lacks PMA and/or 510(k),,,,
2620,02/26/2019,02/06/2019,Shadow Holdings DBA Bocchi Labs,Los Angeles District Office,Cosmetics/Adulterated,,01/15/2020,,
2621,02/12/2019,01/31/2019,"LC Medical Concepts, Inc",New England District Office,CGMP/QSR/Medical Devices/Adulterated,,,,
2622,10/30/2018,09/05/2018,Leventon S. A. U.,Center for Devices and Radiological Health,"Leventon S. A. U.,  CGMP/QSR/Medical Devices/Adulterated/Misbranded",,03/04/2020,,
2623,12/04/2018,09/07/2018,"The Delano Company, Inc. dba LifeLink",Los Angeles District Office,"The Delano Company, Inc. dba LifeLink, Unapproved New Drugs/Misbranded",,,,
2624,12/04/2018,10/30/2018,Human Biologics of Texas/Globus Medical,Los Angeles District Office,"Human Biologics of Texas/Globus Medical, Deviations/CFR/Regulations for Human Cells, Tissues & Cellular Products (HCT/Ps)",,,,
2625,10/17/2018,10/05/2018,Farmers Ranchers Coop Assn,Kansas City District Office,Adultered Animal Food/Misbranded,,03/28/2019,,
2626,12/04/2018,11/08/2018,Guardian Pet Products Inc,Center for Veterinary Medicine,Labeling/Unapproved New Animal Drug/Adulterated,,,,
2627,10/16/2018,08/24/2018,Vireo Resources,Kansas City District Office,Unapproved New Drugs/Homeopathic/Misbranded,,,,
2628,05/29/2018,05/18/2018,"Rico-Perez Products, Inc.",Center for Food Safety and Applied Nutrition,Labeling/False & Misleading Claims/Misbranded,,04/12/2019,,
2629,02/26/2019,02/13/2019,Proandre SL,Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated,,,,
2630,02/26/2019,02/20/2019,Pure Source LLC,Dallas District Office,CGMP/Finished Pharmaceuticals/Adulterated,,11/19/2019,,
2631,02/26/2019,02/12/2019,Gravel Ridge Farms,Cincinnati District Office,PHS Act/Shell Egg Regulation/Adulterated,,,,
2632,02/26/2019,02/12/2019,Walnut Ridge Farm 1,Center for Food Safety and Applied Nutrition,PHS Act/Shell Egg Regulation/Adulterated,,11/04/2019,,
2633,03/04/2019,02/26/2019,RYOSupply.com,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
2634,05/29/2018,05/23/2018,"Westcoast Radiology, Ltd",Center for Devices and Radiological Health,Mammography Quality Standards,,,,
2635,03/05/2019,02/19/2019,Sunnyside Orchard,Minneapolis District Office,Juice HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,,,,
2636,02/12/2019,01/10/2019,"Vitalab Pharmacy, Inc.",Center for Drug Evaluation and Research,Drug Product/Adulterated,,02/10/2020,,
2637,03/05/2019,02/01/2019,"Actavis Laboratories FL, Inc.",Dallas District Office,CGMP/Finished Pharmaceuticals/Adulterated,,09/07/2021,,
2638,03/05/2019,01/30/2019,"New Era Naturals, LLC",Los Angeles District Office,CGMP/Finished Pharmaceuticals/Adulterated,,,,
2639,02/12/2019,02/01/2019,Panther James LLC.,Center for Food Safety and Applied Nutrition,Juice HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,,,,
2640,03/04/2019,02/26/2019,VapeSourcing,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
2641,02/28/2019,02/26/2019,CanaRx Services Inc,Center for Drug Evaluation and Research,Unapproved New Drugs/Misbranded,,,,
2642,03/04/2019,02/26/2019,The Sabagh Group LLC d/b/a LighterUSA.com,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
2643,03/05/2019,02/25/2019,Vilvet Pharmaceutical,Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated,,,,
2644,03/04/2019,02/26/2019,The-Vape-Place LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
2645,02/25/2019,02/22/2019,"Total Thermal Imaging, Inc.",Center for Devices and Radiological Health,Medical Device Reporting/Misbranded,,,,
2646,03/05/2019,02/28/2019,"Andapharm, LLC",Dallas District Office,CGMP/Finished Pharmaceuticals/Adulterated,,,,
2647,03/05/2019,01/31/2019,"Green Water, LLC",Denver District Office,Unapproved New Drugs/Misbranded,,,,
2648,03/12/2019,01/30/2019,Phi Sciences,Center for Drug Evaluation and Research,Unapproved New Drugs/Misbranded,,,,
2649,03/12/2019,02/25/2019,Laboratorios Quantium LLC,Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated,,,,
2650,03/12/2019,02/22/2019,Make Webo AB,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
2651,02/12/2019,12/13/2018,"Samson Pharmaceuticals, Inc",Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated,,,,
2652,12/11/2018,12/03/2018,Skylark CMC Pvt. Ltd.,Center for Drug Evaluation and Research,Drug Product/Adulterated,,,,
2653,03/12/2019,11/06/2018,Ruben's Inc.,Center for Food Safety and Applied Nutrition,"CGMP Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated  ",,08/05/2019,,
2654,03/12/2019,03/08/2019,Aidaccess.org,Center for Drug Evaluation and Research,Unapproved New Drugs/Misbranded,,,,
2655,03/12/2019,03/04/2019,Hospira Healthcare India Pvt. Ltd.,Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated,,,,
2656,03/19/2019,02/28/2019,Anicare Pharmaceuticals Pvt Ltd.,Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated/Misbranded,,,,
2657,03/19/2019,03/06/2019,"TEI Biosciences, Inc.",Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated,,,,
2658,03/19/2019,03/06/2019,Jubilant Generics Limited,Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated,,,,
2659,03/19/2019,03/05/2019,Hanna's Herb Shop,Center for Food Safety and Applied Nutrition,New Drug/Misbranded,,12/09/2019,,
2660,03/19/2019,03/06/2019,Cosmos Indian Store,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
2661,03/19/2019,03/06/2019,United Exchange Corporation,,CGMP/Finished Pharmaceuticals/Adulterated,,,,
2662,03/19/2019,03/11/2019,Merchants Market St. Croix LLC,Division of Human and Animal Food Operations East IV,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,,03/20/2020,,
2663,03/19/2019,03/07/2019,"Flea Assassin, LLC",Division of Pharmaceutical Quality Operations II,New Animal Drug/Adulterated,,,,
2664,03/19/2019,03/04/2019,"Alpha Feed Mill, Inc",Division of Human and Animal Food Operations East V,CGMP/Medicated Feeds/Adulterated,,,,
2665,03/19/2019,03/18/2019,Sientra Inc,Center for Devices and Radiological Health,Premarket Approval/Adulterated,,,,
2666,03/19/2019,03/18/2019,Mentor Worldwide LLC & Acclarent,Center for Devices and Radiological Health,Premarket Approval/Adulterated,,,,
2667,03/19/2019,03/11/2019,Nutra Pharma,Center for Drug Evaluation and Research,Unapproved New Drugs/Misbranded,,,,
2668,03/19/2019,02/05/2019,LaMarquise Inc.,Division of Human and Animal Food Operations East V,"CGMP Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated  ",,10/21/2019,,
2669,03/26/2019,03/13/2019,One Way Drug LLC dba Partell Specialty Pharmacy,Division of Pharmaceutical Quality Operations IV,Compounding Pharmacy/Adulterated Drug Products,,06/23/2020,,
2670,03/26/2019,03/20/2019,King Bio Inc.,Division of Pharmaceutical Quality Operations II,CGMP/Finished Pharmaceuticals/Adulterated,,,,
2671,03/26/2019,03/12/2019,"Uustar Corporation dba Daily Vita, LLC",Division of Human and Animal Food Operations East III,Unapproved New Drugs/Misbranded,,,,
2672,03/26/2019,03/15/2019,D’Andrea Foods Inc.,Division of Human and Animal Food Operations East I,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,,09/11/2020,,
2673,03/26/2019,03/14/2019,"Mariposa Labs, LLC",Division of Pharmaceutical Quality Operations IV,CGMP/Finished Pharmaceuticals/Adulterated,,,,
2674,03/26/2019,03/06/2019,"Thibiant International, Inc.",Division of Pharmaceutical Quality Operations IV,CGMP/Finished Pharmaceuticals/Adulterated,,,,
2675,03/26/2019,03/06/2019,Blacksmith ELiquid,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
2676,04/01/2019,03/20/2019,Red Mountain Inc,Division of Pharmaceutical Quality Operations II,CGMP/Finished Pharmaceuticals/Adulterated,,,,
2677,04/02/2019,03/06/2019,Holy Cow Ejuice,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
2678,03/26/2019,03/19/2019,IMedDo,Division of Human and Animal Food Operations East III,Unapproved New Drugs/Misbranded,,,,
2679,03/26/2019,02/28/2019,"La Vita Compounding Pharmacy, LLC",Division of Pharmaceutical Quality Operations IV,Compounding Pharmacy/Adulterated Drug Products,,09/15/2020,,
2680,04/02/2019,03/06/2019,Camelot E-Liquid,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
2681,04/02/2019,03/21/2019,B. Jain Pharmaceuticals Private Limited,Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated,,,,
2682,04/02/2019,03/20/2019,Tec Laboratories Inc,Division of Pharmaceutical Quality Operations IV,CGMP/Finished Pharmaceuticals/Adulterated,,08/17/2022,,
2683,04/09/2019,03/20/2019,Apollo Care,Division of Pharmaceutical Quality Operations III,Compounding Pharmacy/Adulterated Drug Products,,,,
2684,04/02/2019,03/28/2019,"PotNetwork Holdings, Inc.",Center for Food Safety and Applied Nutrition,New Drug/Misbranded,,,,
2685,04/09/2019,03/20/2019,"Infusion Partners, LLC",Division of Pharmaceutical Quality Operations III,Drug Product/Adulterated,,02/11/2022,,
2686,04/02/2019,03/18/2019,"Dong Yuan Technology Co., Ltd.",Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated,,,,
2687,04/02/2019,02/21/2019,Inopak Ltd,Division of Pharmaceutical Quality Operations I,CGMP/Finished Pharmaceuticals/Adulterated,,,,
2688,04/04/2019,04/04/2019,Undisputed Worldwide,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/False & Misleading Claims/Misbranded,,,,
2689,04/09/2019,01/31/2019,Bimeda Incorporated,Center for Veterinary Medicine,Unapproved New Animal Drug/Adulterated,,,,
2690,04/03/2019,03/29/2019,"Cord for Life, Inc.",Division of Biological Products Operations I,"Deviations/CFR/Regulations for Human Cells, Tissues & Cellular Products (HCT/Ps)",,,,
2691,04/16/2019,04/04/2019,Luen Fook Medicine Sdn. Bhd.,Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated,,,,
2692,11/29/2018,11/29/2018,"Electric Lotus, LLC",Center for Tobacco Products,"Electric Lotus, LLC, Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded",,,,
2693,04/16/2019,04/10/2019,"NeuroScience Solutions, Inc. dba NeuroScience",Center for Food Safety and Applied Nutrition,Dietary Supplement/Misbranded,,05/21/2020,,
2694,04/16/2019,04/10/2019,Hi Tech Pharmaceuticals,Center for Food Safety and Applied Nutrition,Dietary Supplement/Adulterated,,,,
2695,04/16/2019,04/10/2019,Atomixx,Center for Food Safety and Applied Nutrition,Dietary Supplement/Misbranded,,,,
2696,04/16/2019,03/28/2019,RIJ Pharmaceutical LLC,Division of Pharmaceutical Quality Operations I,CGMP/Finished Pharmaceuticals/Adulterated,,,,
2697,04/16/2019,04/10/2019,Forbiddenlabz,Center for Food Safety and Applied Nutrition,Dietary Supplement/Adulterated,,03/20/2020,,
2698,04/16/2019,04/10/2019,"Down to Earth Solutions, LLC",Center for Food Safety and Applied Nutrition,Dietary Supplement/Adulterated,,03/20/2020,,
2699,04/16/2019,04/10/2019,"IQ Formulations, LLC / DBA Metabolic Nutrition Inc.",Center for Food Safety and Applied Nutrition,Dietary Supplement/Misbranded,,03/20/2020,,
2700,04/16/2019,04/10/2019,eflow Nutrition LLC,Center for Food Safety and Applied Nutrition,Dietary Supplement/Adulterated,,03/18/2020,,
2701,04/16/2019,04/11/2019,Total Body Nutrition,Center for Food Safety and Applied Nutrition,Dietary Supplement/Adulterated,,03/20/2020,,
2702,04/16/2019,04/10/2019,Iron Brothers,Center for Food Safety and Applied Nutrition,Dietary Supplement/Adulterated,,03/18/2020,,
2703,04/16/2019,04/10/2019,"Line One Nutrition, Inc",Center for Food Safety and Applied Nutrition,Dietary Supplement/Adulterated,,10/08/2019,,
2704,04/16/2019,03/26/2019,"ImprimisRx CA, Inc., dba ImprimisRx",Division of Pharmaceutical Quality Operations IV,"ImprimisRx CA, Inc., dba ImprimisRx, Compounding Pharmacy/Adulterated Drug Products",,,,
2705,04/23/2019,04/10/2019,"Empire Distributors, Inc.",Division of Pharmaceutical Quality Operations III,New Drug/Labeling/Misbranded,,,,
2706,04/16/2019,04/10/2019,"Evol Nutrition Associates, Inc. d/b/a Red Dawn Energy",Center for Food Safety and Applied Nutrition,Dietary Supplement/Misbranded,,05/21/2020,,
2707,04/10/2019,04/10/2019,"DC Laboratories Inc., d/b/a Dynamic Creations",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
2708,11/20/2018,10/11/2018,Break Time Vape,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
2709,11/27/2018,11/16/2018,Faro Ted Owiesy,Center for Drug Evaluation and Research,Medical Foods/Unapproved New Drug/Misbranded,,,,
2710,08/28/2018,08/16/2018,PharmaMedics,Center for Drug Evaluation and Research,Finished Pharmaceuticals/Unapproved New Drug/Misbranded,,,,
2711,08/28/2018,08/16/2018,MedInc.biz,Center for Drug Evaluation and Research,Finished Pharmaceuticals/Unapproved New Drug/Misbranded,,,,
2712,08/21/2018,08/15/2018,Healthy Healing dba Crystal Star,Minneapolis District Office,New Drug/Labeling/Misbranded,,08/07/2019,,
2713,08/28/2018,08/24/2018,"Zimmer Biomet, Inc.",New England District Office,CGMP/QSR/Medical Devices/Adulterated,,,,
2714,08/28/2018,07/30/2018,"Kelley-Ross & Associates, Inc. dba Kelley-Ross Compounding Pharmacy",San Francisco District Office,Compounding Pharmacy/Adulterated Drug Products,,,,
2715,09/18/2018,09/06/2018,Adaptive Energy LLC,Center for Food Safety and Applied Nutrition,New Drug/Misbranded,,06/05/2019,,
2716,09/18/2018,09/07/2018,"Best Nutrition Products, Inc.",San Francisco District Office,CGMP/Dietary Supplement/Adulterated/Misbranded,,,,
2717,09/18/2018,08/29/2018,Dolezal Dairy,Kansas City District Office,Illegal Drug Residue Animal Tissue/Adulterated/False Guaranty,,08/28/2019,,
2718,09/18/2018,09/05/2018,Jabones Y Productos Especializados SA de CV,Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated,,,,
2719,09/11/2018,09/05/2018,Samuel Zimmerman,New York District Office,PHS Act/Shell Egg Regulation/Adulterated,,07/02/2019,,
2720,09/18/2018,09/04/2018,"Natural Sea Product Co., Ltd.",Center for Food Safety and Applied Nutrition,Seafood HACCP/CGMP for Foods/Adulterated,,07/23/2019,,
