,Posted Date,Letter Issue Date,Company Name,Issuing Office,Subject,Response Letter,Closeout Letter,URL: ,Warning Codes: ,Letter Content
1555,01/15/2021,01/15/2021,"Perfection Vapes, Inc.",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,06/09/2021,,,
1556,01/15/2021,01/15/2021,"Dropsmoke, Inc.",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,,
1557,01/19/2021,12/09/2020,"Bodyhealth.com, LLC",Division of Human and Animal Food Operations East IV,New Drug/Misbranded,,12/17/2021,,,
1558,01/19/2021,12/15/2020,White Trading Corporation,Division of Southwest Imports,Foreign Supplier Verification Program (FSVP),,,,,
1559,01/26/2021,01/22/2021,"Yuyao YiJia Daily Chemical Co., Ltd.",Center for Drug Evaluation and Research | CDER,CGMP/Finished Pharmaceuticals/Adulterated,,,,,
1560,01/26/2021,01/25/2021,"Grupo Plast-Y-Kosas, SA de CV",Center for Drug Evaluation and Research | CDER,Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated,,,,,
1561,01/26/2021,01/25/2021,Ignacio Reyes Gonzalez,Center for Drug Evaluation and Research | CDER,Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated,,,,,
1562,01/26/2021,01/08/2021,Thai Kee Trading Co,Division of West Coast Imports,Foreign Supplier Verification Program (FSVP),,,,,
1563,01/26/2021,09/01/2020,Paramount Imports LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,,
1564,01/26/2021,08/25/2020,Prestige Tobacco Inc.,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,,
1565,01/26/2021,01/19/2021,Alma Reserve,Division of Northeast Imports,Foreign Supplier Verification Program (FSVP),,,,,
1566,01/26/2021,01/14/2021,Sage Moon Apothecary LLC,Division of Human and Animal Food Operations East I,New Drug/Misbranded,,05/24/2021,,,
1567,01/26/2021,01/25/2021,Laboratorios Jaloma S.A. de C.V.,Center for Drug Evaluation and Research | CDER,Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated,,,,,
1568,01/27/2021,01/27/2021,Professional Compounding Centers of America dba PCCA,Center for Drug Evaluation and Research | CDER,CGMP/Finished Pharmaceuticals/Adulterated/Misbranded,,,,,
1569,01/27/2021,01/12/2021,AusarHerbs,Center for Food Safety and Applied Nutrition (CFSAN),Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19),,03/23/2021,,,
1570,01/27/2021,01/12/2021,Allimax Us,Center for Food Safety and Applied Nutrition (CFSAN),Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19),,03/22/2021,,,
1571,01/29/2021,01/29/2021,Austin Vapor,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,06/07/2021,,,
1572,01/29/2021,01/29/2021,Chief Vapor,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,07/19/2021,,,
1573,01/29/2021,01/29/2021,"American Legends E-Liquid, LLLP",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,,
1574,01/29/2021,01/29/2021,BloVape,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,06/03/2022,,,
1575,01/29/2021,01/29/2021,Average Joes Juice LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,06/07/2022,,,
1576,01/29/2021,01/29/2021,The Mad Alchemist LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,06/08/2021,,,
1577,01/29/2021,01/29/2021,Cloud Chasers Apothecary LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,06/16/2021,,,
1578,01/29/2021,01/29/2021,"Carolina Vapor Mill, LLC d/b/a Carolina Vapor Mill",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,,
1579,01/29/2021,01/29/2021,Bombay Vapor LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,,
1580,02/02/2021,01/06/2021,"Entia Biosciences, Inc",Division of Human and Animal Food Operations West VI,New Drug/Misbranded,,05/12/2021,,,
1581,02/02/2021,01/22/2021,"American Global Health Group, LLC",Division of Human and Animal Food Operations West VI,New Drug/Misbranded,,,,,
1582,02/02/2021,01/26/2021,"Grupo Yacana Mexico, S.A.S. de C.V.",Center for Drug Evaluation and Research | CDER,Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated,,,,,
1583,02/02/2021,12/10/2020,Prairie Dawn Herbs,Division of Human and Animal Food Operations West IV,New Drug/Misbranded,,,,,
1584,02/02/2021,01/28/2021,rx2go.com,Center for Drug Evaluation and Research | CDER,Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19),,,,,
1585,02/02/2021,01/28/2021,sandra-pharma.is,Center for Drug Evaluation and Research | CDER,Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19),,,,,
1586,02/02/2021,01/28/2021,buy-pharma.md,Center for Drug Evaluation and Research | CDER,Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19),,,,,
1587,02/09/2021,01/29/2021,UCC Ueshima Coffee Company America Inc.,Division of West Coast Imports,Foreign Supplier Verification Program (FSVP),,04/01/2022,,,
1588,02/09/2021,01/27/2021,"Allay Pharmaceuticals, LLC",Division of Pharmaceutical Quality Operations II,CGMP/Finished Pharmaceuticals/Adulterated,,07/25/2022,,,
1589,02/09/2021,01/29/2021,"Ignacio J. Rodriguez, MD",Center for Drug Evaluation and Research | CDER,Clinical Investigator,,,,,
1590,02/09/2021,02/05/2021,Precision Analitica Integral S.A. de C.V.,Center for Drug Evaluation and Research | CDER,Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated,,,,,
1591,02/09/2021,02/03/2021,"ShangRao Chunyu Technology Co., Ltd.",Center for Drug Evaluation and Research | CDER,CGMP/Finished Pharmaceuticals/Adulterated,,,,,
1592,02/09/2021,02/02/2021,"Clarke Pharmaceutical Manufacturing, Inc.",Division of Human and Animal Food Operations West III,Unapproved New Drugs/Misbranded,,,,,
1593,02/09/2021,02/01/2021,Hawaii Health Systems Corporation dba Kona Community Hospital Pharmacy,Division of Pharmaceutical Quality Operations IV,Compounding Pharmacy/Adulterated Drug Products,,07/14/2022,,,
1594,02/09/2021,01/28/2021,Simex Logistics S.A. de C.V.,Center for Drug Evaluation and Research | CDER,Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated,,,,,
1595,02/09/2021,02/03/2021,"AAA Cosmetica, SA de CV",Center for Drug Evaluation and Research | CDER,Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated,,,,,
1596,02/09/2021,01/20/2021,Woobo LLC dba Purunchon Inc.,Division of West Coast Imports,Foreign Supplier Verification Program (FSVP),,,,,
1597,02/09/2021,02/03/2021,Botanicals Internacional S.A. de C.V.,Center for Drug Evaluation and Research | CDER,Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated,,,,,
1598,02/12/2021,02/12/2021,"The Vapor Spot, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,07/07/2021,,,
1599,02/12/2021,02/12/2021,"DC Vapor, Inc.",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,07/26/2021,,,
1600,02/12/2021,02/12/2021,Sugar Vapor Company,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,06/28/2021,,,
1601,02/12/2021,02/12/2021,Vaporescence LLC d/b/a Vape King USA,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,,
1602,02/12/2021,02/12/2021,Take Off Corp,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,06/28/2021,,,
1603,02/12/2021,02/12/2021,"Vaping Xtreme, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,07/30/2021,,,
1604,02/12/2021,02/12/2021,Elemental Vapor Bar,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,,
1605,02/12/2021,02/12/2021,"Vapes Gone Wild Juice, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,,
1606,02/12/2021,02/12/2021,Premium Vapor Technologies LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,,
1607,02/12/2021,02/12/2021,Vapeoholic LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,,
1608,02/12/2021,02/12/2021,Jojo's Smokeless World Inc. d/b/a: Mod Shield,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,07/19/2021,,,
1609,02/16/2021,02/03/2021,My Habitat Brands LLC,Division of Northeast Imports,Foreign Supplier Verification Program (FSVP),,,,,
1610,02/16/2021,02/11/2021,"Evolved Ayurvedic Discoveries, Inc./BioCBDPlus",Center for Drug Evaluation and Research | CDER,Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated,,,,,
1611,02/16/2021,11/24/2020,Vibrant Enterprise LLC,Division of Northeast Imports,Foreign Supplier Verification Program (FSVP),,,,,
1612,02/16/2021,02/03/2021,JR & Son World Trading LLC,Division of Northeast Imports,Foreign Supplier Verification Program (FSVP),,,,,
1613,02/16/2021,02/11/2021,"AcelRx Pharmaceuticals, Inc.",The Office of Prescription Drug Promotion (OPDP),False & Misleading Claims/Misbranded,,06/22/2022,,,
1614,02/17/2021,02/16/2021,Dr. Paul's Lab,Center for Drug Evaluation and Research | CDER,Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19),,,,,
1615,02/19/2021,02/18/2021,SANA Group LLC,Center for Food Safety and Applied Nutrition (CFSAN),New Drug/Misbranded,,,,,
1616,02/19/2021,02/18/2021,Wholesome Wellness,Center for Food Safety and Applied Nutrition (CFSAN),New Drug/Misbranded,,,,,
1617,02/19/2021,02/18/2021,"Blossom Nature, LLC",Center for Food Safety and Applied Nutrition (CFSAN),New Drug/Misbranded,,07/21/2021,,,
1618,02/19/2021,02/18/2021,ProHealth Inc.,Center for Food Safety and Applied Nutrition (CFSAN),New Drug/Misbranded,,07/21/2021,,,
1619,02/19/2021,02/18/2021,Lifted Naturals,Center for Food Safety and Applied Nutrition (CFSAN),New Drug/Misbranded,,,,,
1620,02/19/2021,02/18/2021,Dr. Garber’s Natural Solutions,Center for Food Safety and Applied Nutrition (CFSAN),New Drug/Misbranded,,07/21/2021,,,
1621,02/19/2021,02/18/2021,Native Remedies dba Silver Star Brands,Center for Food Safety and Applied Nutrition (CFSAN),New Drug/Misbranded,,,,,
1622,02/19/2021,02/18/2021,FDC Nutrition Inc.,Center for Food Safety and Applied Nutrition (CFSAN),New Drug/Misbranded,,,,,
1623,02/19/2021,02/18/2021,Mountain Peak Nutritionals,Center for Food Safety and Applied Nutrition (CFSAN),New Drug/Misbranded,,,,,
1624,02/19/2021,02/18/2021,"Enlifta, LLC",Center for Food Safety and Applied Nutrition (CFSAN),New Drug/Misbranded,,,,,
1625,05/26/2020,05/14/2020,Angiplast Private Limited,Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated,,05/11/2021,,,
1626,05/26/2020,05/15/2020,"Laboratorios Dentales De Zona Franca, S.A.",Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated,,09/22/2021,,,
1627,05/19/2020,04/16/2020,"Sooil Development Co., Ltd.",Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated,,,,,
1628,02/23/2021,02/18/2021,Absara Cosmetics S.A.P.I DE C.V.,Center for Drug Evaluation and Research | CDER,CGMP/Finished Pharmaceuticals/Adulterated,,,,,
1629,02/23/2021,02/12/2021,"CooperSurgical, Inc.",The Office of Prescription Drug Promotion (OPDP),False & Misleading Claims/Misbranded,,06/22/2022,,,
1630,02/26/2021,02/26/2021,Chuckin’ Clouds Vape Shop Inc.,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,06/22/2021,,,
1631,02/26/2021,02/26/2021,E-Cig Outlet LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,06/10/2022,,,
1632,02/26/2021,02/26/2021,"Vapor City Plus, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,05/27/2022,,,
1633,02/26/2021,02/26/2021,The Chubby Baker LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,,
1634,02/26/2021,02/26/2021,"Bulldog Vapor, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,06/16/2021,,,
1635,02/26/2021,02/26/2021,Dripco. LLC d/b/a Dripco Vape Company,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,,
1636,02/26/2021,02/26/2021,"Vapor Maven E-Juice, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,06/01/2022,,,
1637,02/26/2021,02/26/2021,Adore eLiquid,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,,
1638,02/26/2021,02/26/2021,California Vaping Company Inc.,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,06/08/2021,,,
1639,02/26/2021,02/26/2021,"Smooth Vapes, Inc.",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,06/22/2021,,,
1640,02/26/2021,02/26/2021,Vapor Invasion LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,,
1641,02/26/2021,02/26/2021,VaporIce Inc.,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,,
1642,02/26/2021,02/26/2021,Square Vape Labs Inc.,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,07/21/2021,,,
1643,02/26/2021,02/26/2021,Tally Ho Vapor Tonic LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,07/21/2021,,,
1644,02/26/2021,02/26/2021,"The Vaporatory, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,,
1645,02/26/2021,02/26/2021,Black Dog Reserve LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,07/30/2021,,,
1646,02/26/2021,02/26/2021,"The Vapor Emporium, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,07/19/2021,,,
1647,02/26/2021,02/26/2021,"The Vape Corner, Inc.",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,07/09/2021,,,
1648,03/02/2021,02/25/2021,Inovaker Lab S.A. de C.V.,Center for Drug Evaluation and Research | CDER,Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated,,,,,
1649,03/02/2021,02/22/2021,Yara Elena De La Garza Perez Nieto,Center for Drug Evaluation and Research | CDER,Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated,,,,,
1650,03/02/2021,02/16/2021,"KDunn and Associates, P.A. dba HealthQuilt",Center for Drug Evaluation and Research | CDER,Clinical Investigator,,,,,
1651,03/02/2021,02/22/2021,"Asesores en Mantenimiento Hidraulico e Industrial, S.A. de C.V.",Center for Drug Evaluation and Research | CDER,Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated,,,,,
1652,03/02/2021,03/01/2021,"Ageless Global, LLC",Center for Drug Evaluation and Research | CDER,Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19),,,,,
1653,03/02/2021,02/26/2021,Orvic dba Webstore-USA,Center for Devices and Radiological Health,Adulterated and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19),,,,,
1654,03/02/2021,01/25/2021,"EnMed MicroAnalytics, Inc.",Center for Devices and Radiological Health,Adulterated and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19),,,,,
1655,09/29/2020,09/22/2020,Nalpropion Pharmaceuticals LLC,The Office of Prescription Drug Promotion (OPDP),False & Misleading Claims/Misbranded,,,,,
1656,11/19/2019,11/13/2019,East Jefferson General Hospital,Center for Devices and Radiological Health,Mammography Quality Standards,,,,,
1657,03/04/2021,02/18/2021,"SafaLab, Inc.",Center for Food Safety and Applied Nutrition (CFSAN),Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19),,03/23/2021,,,
1658,03/04/2021,02/18/2021,B4B Corp.,Center for Food Safety and Applied Nutrition (CFSAN),Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19),,03/22/2021,,,
1659,03/04/2021,02/18/2021,"Mercola.com, LLC",Center for Food Safety and Applied Nutrition (CFSAN),Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19),,,,,
1660,03/04/2021,03/04/2021,Thermavis,Center for Devices and Radiological Health,Adulterated and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19),,,,,
1661,03/04/2021,03/04/2021,Opgal Optronic Industries Ltd.,Center for Devices and Radiological Health,Adulterated and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19),,,,,
1662,03/04/2021,03/04/2021,"Kogniz, Inc.",Center for Devices and Radiological Health,Adulterated and Misbranded,,,,,
1663,03/04/2021,03/04/2021,Certify Global Inc.,Center for Devices and Radiological Health,Device Adulterated and Misbranded,,,,,
1664,03/05/2021,03/04/2021,Workswell Group s.r.o.,Center for Devices and Radiological Health,Adulterated and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19),,,,,
1665,03/05/2021,03/04/2021,Westminster International Ltd,Center for Devices and Radiological Health,Adulterated and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19),,,,,
